area,bedrooms,bathrooms,location,price
3139,4,3,Pune,13202289
1743,1,1,Ahmedabad,5616136
2933,1,1,Mumbai,20911913
3245,3,2,Mumbai,23752764
1438,1,1,Chennai,5616903
2449,5,4,Chennai,10439391
3986,2,2,Ahmedabad,12601733
3452,1,1,Jaipur,10093823
2809,2,3,Chennai,10831029
1992,2,1,Hyderabad,8684506
3856,3,4,Ahmedabad,12519609
2559,1,2,Jaipur,7724458
875,2,3,Mumbai,7112344
2059,1,2,Delhi,11616677
3931,3,4,Mumbai,28785041
1558,5,4,Chennai,6786231
2441,3,2,Delhi,14085605
4659,2,3,Jaipur,13773457
4745,3,4,Kolkata,16367558
3977,1,2,Hyderabad,16358610
3124,5,4,Mumbai,23394233
1087,5,5,Pune,5921628
2727,5,5,Ahmedabad,10028608
2540,5,5,Delhi,15817587
3053,5,5,Chennai,12486292
4614,4,5,Hyderabad,20281488
4397,3,2,Pune,17873962
4950,1,2,Ahmedabad,15174919
1559,5,5,Chennai,7245315
3163,2,1,Jaipur,9198542
1063,4,5,Hyderabad,6092301
2536,5,5,Ahmedabad,9106576
4731,3,2,Ahmedabad,15058294
615,2,3,Ahmedabad,2491424
4670,5,4,Pune,19071596
1518,2,3,Bangalore,8713760
2213,3,4,Bangalore,12032760
1422,4,5,Chennai,6259688
2720,5,5,Bangalore,15123904
3991,5,5,Delhi,23964007
2566,1,1,Chennai,9401743
2481,3,2,Mumbai,18183399
1339,1,2,Mumbai,10050291
3666,4,3,Pune,14958226
4443,1,1,Mumbai,31720165
1397,1,1,Bangalore,7349675
3810,5,5,Chennai,14931581
2186,2,3,Hyderabad,9541734
4330,1,1,Mumbai,30429401
2377,5,4,Kolkata,9427851
3131,2,2,Mumbai,22410480
3034,1,1,Bangalore,15346014
4517,1,1,Delhi,25083665
3069,1,1,Ahmedabad,9416079
2879,3,4,Delhi,16743415
1967,1,1,Jaipur,5935611
3367,1,1,Jaipur,9891241
1997,3,4,Hyderabad,9312027
754,3,2,Delhi,4956039
3786,4,4,Kolkata,13674562
1715,5,5,Jaipur,6326600
4265,2,1,Hyderabad,17792039
4196,2,3,Mumbai,30006542
1714,5,4,Delhi,10858280
1299,1,2,Mumbai,9365413
4800,2,2,Bangalore,24960139
1195,2,1,Hyderabad,5108599
1613,3,4,Chennai,6797154
1139,4,4,Bangalore,7351239
611,4,3,Mumbai,5647768
2543,4,3,Pune,10818829
1261,3,2,Hyderabad,6192757
2022,1,1,Chennai,7548183
1845,3,4,Pune,7915337
1179,2,1,Chennai,4729255
861,2,2,Pune,3922359
1095,5,5,Delhi,7571054
4825,4,3,Delhi,28066532
2736,2,2,Hyderabad,11798810
1229,3,4,Bangalore,7310915
1105,3,3,Kolkata,4647264
806,5,4,Mumbai,7420013
4031,5,5,Ahmedabad,13917898
3730,5,5,Jaipur,11993502
2454,5,4,Pune,10634062
2260,5,5,Bangalore,13309710
3181,5,5,Bangalore,17468563
884,5,5,Hyderabad,5530423
1318,5,5,Jaipur,5464438
4588,5,4,Jaipur,14413004
1101,5,5,Kolkata,5458734
857,4,3,Hyderabad,4399476
3197,2,3,Chennai,12131484
2522,5,4,Pune,11220790
1839,3,3,Pune,7767262
3894,3,2,Kolkata,13330009
3613,2,2,Pune,14658110
1487,3,2,Mumbai,11236419
4054,5,5,Bangalore,22193047
1344,5,5,Jaipur,5775651
4036,5,4,Delhi,23521541
2304,2,2,Chennai,8554757
810,2,2,Jaipur,2850751
4664,4,3,Bangalore,24729407
2556,5,5,Ahmedabad,9648917
3126,1,1,Kolkata,10231223
2302,3,3,Delhi,13829320
4814,4,5,Mumbai,34981171
1085,5,5,Pune,6141791
2756,3,3,Pune,11610023
3101,1,1,Hyderabad,12784806
3910,1,1,Delhi,21778738
1666,5,4,Pune,7871311
4827,5,5,Ahmedabad,16443978
2415,5,5,Jaipur,8577333
3398,3,2,Ahmedabad,11286623
4229,3,4,Ahmedabad,14182464
4656,4,3,Hyderabad,19827829
797,2,3,Kolkata,3478733
3971,1,1,Pune,15202518
4915,5,4,Delhi,28742268
1915,2,3,Delhi,11593279
3172,1,1,Hyderabad,13073443
1781,2,3,Chennai,6992934
3941,2,2,Mumbai,28562511
856,2,2,Bangalore,4747862
3348,3,2,Kolkata,11617131
3162,4,5,Kolkata,11619268
2267,3,3,Pune,9563178
3248,2,1,Bangalore,17064234
1236,3,3,Mumbai,9745180
3422,5,5,Bangalore,19101216
607,5,5,Mumbai,5895932
2179,5,5,Chennai,9167121
734,5,4,Hyderabad,4452440
4431,2,1,Hyderabad,18441537
4720,1,1,Mumbai,33652827
3112,4,4,Hyderabad,13569685
2843,1,1,Jaipur,8265516
2769,4,3,Kolkata,10379528
4557,1,1,Mumbai,32040170
1832,5,5,Ahmedabad,7332441
3972,5,5,Jaipur,12888259
1553,3,4,Hyderabad,7279331
2138,3,2,Bangalore,11354066
1507,2,1,Ahmedabad,5210730
2280,4,3,Ahmedabad,8099072
2509,4,5,Delhi,15247677
4689,2,3,Delhi,26585522
1218,5,5,Kolkata,5752583
3388,3,2,Mumbai,24412394
2509,2,2,Bangalore,13403340
3444,5,4,Ahmedabad,12037444
4901,1,2,Chennai,17486718
1296,2,3,Kolkata,5192659
4004,2,3,Hyderabad,16846337
4903,5,5,Pune,20402457
1004,1,2,Jaipur,3186262
3035,3,2,Hyderabad,13108526
2110,2,2,Ahmedabad,6825421
2918,2,3,Jaipur,8746879
4688,2,1,Bangalore,23871755
3084,3,3,Ahmedabad,10509137
1457,3,3,Ahmedabad,5407973
4329,1,1,Jaipur,12258371
2992,1,1,Hyderabad,12103579
4668,4,3,Ahmedabad,15082405
4882,4,4,Ahmedabad,16027506
619,3,3,Chennai,3377877
3020,2,3,Delhi,17667850
3626,3,3,Ahmedabad,12105972
666,4,4,Ahmedabad,3274328
3733,4,3,Bangalore,20068370
4157,5,4,Chennai,16089542
1385,4,4,Jaipur,5569681
2732,1,1,Hyderabad,10981379
2029,5,5,Bangalore,11622008
2018,5,5,Pune,9617115
4290,2,1,Chennai,15410858
2147,4,3,Pune,9432082
4871,4,4,Chennai,18552422
958,5,4,Bangalore,6508903
2162,3,4,Pune,9166313
4986,1,2,Chennai,17681283
2777,4,3,Pune,11910602
4410,3,4,Hyderabad,19069519
1078,4,3,Ahmedabad,4247303
1247,3,3,Hyderabad,6045109
863,1,2,Mumbai,6251437
4342,1,1,Delhi,24373535
3556,1,1,Bangalore,17864773
2161,1,1,Ahmedabad,6877545
2036,2,2,Pune,8464806
2605,5,4,Hyderabad,12171501
3740,4,4,Mumbai,27404478
1507,4,5,Chennai,6567096
729,3,3,Chennai,3899198
1537,2,3,Mumbai,11511204
4318,4,5,Kolkata,15610068
1414,1,2,Kolkata,4970031
4562,4,3,Bangalore,24348084
3981,3,3,Pune,16161171
614,4,5,Delhi,4712320
2637,3,3,Mumbai,19349635
4088,1,2,Bangalore,21055280
1306,3,3,Bangalore,7348353
1302,4,5,Kolkata,5743831
4731,4,5,Hyderabad,20730763
3155,3,4,Delhi,18490134
3586,2,2,Ahmedabad,11311409
4539,3,2,Pune,17940045
3938,4,4,Mumbai,28786711
1116,1,1,Delhi,6260717
1397,3,4,Kolkata,5629612
1084,1,2,Kolkata,3915546
4274,4,3,Kolkata,14692061
3311,4,3,Kolkata,11726359
1042,5,5,Chennai,5463886
2253,4,3,Kolkata,8548379
1613,3,4,Pune,7038755
1562,3,4,Hyderabad,7153515
1172,5,5,Chennai,5858659
2430,3,3,Mumbai,18267557
4442,2,3,Jaipur,13020106
1415,4,4,Pune,6779370
4271,4,5,Jaipur,13409569
3136,5,4,Mumbai,23309305
1810,4,4,Mumbai,14061267
3734,2,1,Chennai,13735247
1154,4,4,Pune,5591395
3392,3,3,Bangalore,17904440
4662,4,3,Chennai,17543612
4365,2,3,Hyderabad,18020409
4902,3,2,Bangalore,25482880
1864,3,3,Delhi,11329210
1493,2,2,Kolkata,5740594
2772,5,5,Jaipur,9500901
2904,5,4,Kolkata,11029211
3763,4,4,Kolkata,13412436
4558,1,1,Jaipur,13110556
4983,3,3,Jaipur,15092848
1838,2,1,Mumbai,13313103
2417,2,1,Ahmedabad,7732783
1366,3,4,Kolkata,5620854
3159,2,3,Pune,12726721
1172,5,5,Hyderabad,6156347
2932,5,5,Chennai,12038820
2710,3,2,Bangalore,14644343
1350,5,5,Ahmedabad,5801929
3411,3,3,Bangalore,18306183
4154,4,3,Delhi,24227936
3018,1,1,Delhi,16904040
3588,2,3,Chennai,13646363
1454,2,2,Ahmedabad,4955245
3450,2,2,Pune,13547300
3979,2,3,Bangalore,21036751
793,1,1,Hyderabad,3441598
2177,2,2,Jaipur,6975636
2080,3,4,Chennai,8421815
1346,2,2,Bangalore,7595841
3687,1,1,Jaipur,10630936
749,1,1,Kolkata,2903079
4465,5,5,Hyderabad,19609402
2928,2,1,Bangalore,15093712
2275,3,3,Pune,9530327
3186,5,4,Pune,13736531
2989,1,2,Chennai,10760731
1273,4,5,Bangalore,8054301
4301,4,3,Jaipur,13079162
1960,1,1,Jaipur,5601145
3666,1,1,Kolkata,12191330
3746,2,1,Hyderabad,15404608
4217,2,3,Bangalore,21692607
3667,2,2,Ahmedabad,11995619
2762,1,1,Delhi,15804469
2044,3,4,Ahmedabad,7176823
4625,1,1,Bangalore,23609216
2760,2,1,Kolkata,9626610
3953,1,2,Bangalore,20155638
2370,3,3,Jaipur,7727536
2302,1,1,Hyderabad,9369171
794,2,2,Pune,3883371
1174,1,1,Delhi,6580099
3229,3,2,Chennai,12120404
988,4,3,Kolkata,4403172
2352,3,3,Kolkata,8420231
1260,4,5,Ahmedabad,5069002
3432,5,5,Chennai,13512733
896,3,4,Jaipur,3449514
930,3,4,Jaipur,3927793
4449,1,1,Chennai,15625302
1884,1,1,Mumbai,13650400
1678,2,3,Mumbai,12892107
1474,1,1,Pune,6192175
4466,3,3,Bangalore,23552318
3285,1,1,Jaipur,9266038
3089,5,4,Chennai,12172403
2185,1,1,Pune,8481246
4407,4,5,Chennai,17056611
3540,1,1,Chennai,12568137
2102,3,3,Mumbai,15870134
1345,5,5,Bangalore,8574289
3212,1,1,Pune,12315049
2108,5,4,Hyderabad,10287841
2370,4,5,Bangalore,13476681
4379,3,2,Pune,17808456
2561,5,5,Ahmedabad,9509272
2195,5,5,Bangalore,12425330
3133,1,1,Delhi,17839083
4258,5,4,Bangalore,23054273
1065,4,4,Jaipur,4313286
2669,3,4,Bangalore,14582183
3043,4,4,Ahmedabad,10347766
1832,1,1,Kolkata,6036620
744,4,4,Mumbai,6568554
2952,3,4,Kolkata,10451515
2407,1,1,Mumbai,17176025
3648,3,2,Pune,14792847
4642,5,5,Jaipur,14913889
4739,5,4,Chennai,18068337
4802,1,2,Pune,18846285
4845,3,3,Hyderabad,20182900
1887,1,2,Ahmedabad,6261043
709,3,2,Hyderabad,3561777
3390,5,5,Kolkata,12466739
1461,1,1,Mumbai,10771481
1060,4,3,Hyderabad,5384213
1704,5,5,Ahmedabad,6771044
1343,4,5,Delhi,8946539
3010,2,3,Mumbai,22065492
4392,1,1,Hyderabad,17845293
1042,3,4,Pune,5424435
2433,5,4,Jaipur,8188998
1485,5,5,Bangalore,9309826
4204,5,5,Delhi,24825730
4956,1,2,Ahmedabad,15455502
4975,4,5,Chennai,19199031
3821,3,4,Ahmedabad,12839423
751,3,3,Kolkata,3445974
2196,3,4,Chennai,9045479
2271,2,2,Bangalore,12026366
2134,3,3,Hyderabad,9474549
2165,1,1,Kolkata,7312456
1550,2,1,Jaipur,5032499
3514,4,3,Pune,14656296
3092,5,5,Bangalore,17253191
1941,4,5,Mumbai,15427741
1331,2,1,Kolkata,4915739
4933,2,3,Mumbai,35240803
1138,5,5,Jaipur,4726248
1368,4,5,Jaipur,5377477
3456,2,2,Jaipur,10496966
4325,4,3,Chennai,16257224
2721,1,2,Mumbai,19264193
2334,4,4,Kolkata,8719026
4991,1,1,Pune,19081123
613,2,3,Mumbai,4957190
4274,4,4,Jaipur,13075131
790,4,5,Chennai,4361478
3464,2,3,Delhi,19637219
4702,1,2,Mumbai,33702925
1704,1,1,Ahmedabad,5236120
3412,3,2,Pune,13595526
1251,4,5,Ahmedabad,5067701
1980,2,3,Hyderabad,8853857
1401,2,3,Pune,6334282
2721,2,3,Pune,11416924
2584,4,5,Bangalore,14398835
4740,5,5,Mumbai,35098013
2152,2,2,Bangalore,11385429
3392,2,3,Ahmedabad,11258893
3323,5,5,Jaipur,11121298
2622,2,2,Ahmedabad,8432518
2030,4,3,Delhi,12686299
4788,5,5,Chennai,18782320
3113,3,4,Mumbai,22918237
1203,5,5,Kolkata,5468194
926,1,1,Pune,3691964
4438,3,3,Kolkata,15045923
3375,2,1,Kolkata,11257238
4239,2,3,Ahmedabad,13551503
1190,4,5,Jaipur,4768183
2038,2,2,Pune,8438755
4170,1,2,Hyderabad,17382117
1450,3,3,Hyderabad,7027597
1039,4,3,Pune,5487136
3595,1,1,Bangalore,18501362
2265,3,4,Jaipur,7757826
3508,4,5,Pune,14927875
1857,5,4,Chennai,7864254
2144,2,2,Delhi,12773195
2505,2,3,Mumbai,18131765
4279,1,1,Hyderabad,17259553
2415,2,2,Mumbai,17327854
2876,4,5,Delhi,17088363
3916,3,3,Mumbai,28193005
2050,3,2,Kolkata,7629596
2647,3,4,Hyderabad,11727767
4144,3,4,Pune,16743593
4234,3,4,Kolkata,14711502
773,2,3,Bangalore,4518119
1698,3,2,Bangalore,9428455
1722,1,1,Jaipur,5083128
3160,2,3,Chennai,11710593
2642,3,4,Delhi,15687857
4378,4,3,Pune,17591355
2776,5,5,Chennai,11347532
3021,3,3,Pune,12789097
4931,3,4,Kolkata,17025513
4372,2,1,Kolkata,14469342
2292,2,3,Bangalore,12182192
890,5,5,Hyderabad,5416488
4531,1,1,Pune,17382827
2018,1,1,Jaipur,6126937
2588,1,1,Mumbai,18612609
1167,3,3,Delhi,7767014
3638,2,2,Chennai,13425394
2945,3,3,Pune,12444522
3743,2,1,Kolkata,12810455
2903,5,5,Mumbai,22345232
908,1,2,Delhi,5399871
2738,1,1,Hyderabad,11280178
2796,2,3,Hyderabad,11937329
1061,4,3,Ahmedabad,4161961
4420,2,1,Mumbai,31508471
1245,2,1,Mumbai,9015955
1996,4,3,Pune,8603032
3868,2,1,Jaipur,11542327
4885,1,1,Hyderabad,19893074
4474,3,3,Kolkata,15137158
4774,2,2,Mumbai,33892751
2170,4,5,Ahmedabad,8309986
1415,1,2,Pune,6094578
2505,1,2,Chennai,9176818
4767,1,1,Jaipur,13940224
2690,5,4,Delhi,16613608
3804,3,2,Pune,15615353
4470,4,4,Bangalore,23497400
1729,5,5,Chennai,7738639
2655,4,5,Ahmedabad,9628508
2397,3,2,Chennai,9154724
4014,2,2,Hyderabad,16829270
3084,4,3,Pune,13081413
1288,5,5,Delhi,8898025
4063,4,5,Kolkata,14330938
1175,3,2,Jaipur,3930733
3610,4,3,Pune,14729420
4502,2,3,Kolkata,15099093
4921,3,4,Hyderabad,20757969
4470,1,1,Kolkata,14362097
3439,5,4,Jaipur,11371488
3674,2,3,Hyderabad,15360933
3125,5,4,Kolkata,11579990
4081,2,3,Kolkata,13682552
2617,1,2,Kolkata,8628102
3978,1,2,Bangalore,20198841
3885,1,2,Bangalore,19927161
3701,2,2,Ahmedabad,11667744
4208,5,4,Bangalore,22751222
1651,4,5,Jaipur,5880795
686,5,5,Chennai,4154038
3697,4,4,Pune,15349419
3039,2,1,Ahmedabad,9844271
1877,2,3,Mumbai,13953792
1119,3,3,Kolkata,4415547
986,4,4,Pune,5401816
613,5,5,Chennai,4141655
4786,4,3,Bangalore,25063834
4075,1,1,Jaipur,11747450
4176,2,3,Chennai,15584565
603,1,1,Mumbai,4591010
3669,1,2,Hyderabad,14937162
3890,1,2,Jaipur,11244913
4259,4,5,Ahmedabad,14326172
4538,2,3,Ahmedabad,14550945
4911,5,4,Bangalore,26354352
2202,5,5,Delhi,13707719
4573,2,2,Mumbai,32841503
3142,1,2,Kolkata,10400736
2242,4,3,Mumbai,17037505
2089,5,5,Jaipur,7377642
4658,2,2,Ahmedabad,14578713
3833,4,5,Kolkata,13959910
2295,2,1,Pune,9119301
1986,2,2,Mumbai,14478705
1797,5,4,Chennai,8166162
2885,4,3,Mumbai,21342792
1587,5,4,Ahmedabad,6598304
4589,3,4,Ahmedabad,14928374
3559,2,2,Mumbai,25342501
1861,3,2,Ahmedabad,6703400
1855,2,3,Jaipur,6263492
1187,1,2,Delhi,6728981
2140,1,2,Mumbai,15553650
1393,3,2,Delhi,8430984
4516,3,4,Pune,18414424
2620,1,2,Pune,10636866
718,5,4,Jaipur,3863129
1813,3,3,Pune,7885093
1213,5,5,Jaipur,5058930
4834,1,1,Delhi,27094720
4073,1,2,Pune,15784980
3897,1,1,Ahmedabad,12231785
1889,4,3,Jaipur,6681823
2980,3,2,Jaipur,8979370
823,1,1,Chennai,2955295
3423,1,2,Jaipur,10294192
3614,4,4,Chennai,13873796
3240,1,1,Mumbai,23060488
1586,1,1,Jaipur,4891743
1623,5,5,Pune,7705264
2143,2,3,Pune,9105246
1872,2,1,Kolkata,6735949
2379,1,1,Jaipur,6766894
2300,2,1,Bangalore,12151647
4530,3,4,Pune,18651289
2834,2,3,Jaipur,8930947
4944,3,2,Kolkata,16927500
3798,5,5,Pune,16259951
3759,4,4,Mumbai,27877713
4583,5,5,Chennai,17553998
1623,2,2,Bangalore,8574988
4439,4,4,Bangalore,23493200
1425,5,5,Mumbai,11727726
3336,3,2,Jaipur,10191904
4006,2,1,Delhi,22876280
3374,3,2,Delhi,19206664
1091,2,2,Delhi,6787516
2459,5,5,Bangalore,14024976
2939,1,1,Ahmedabad,8902332
1191,5,5,Ahmedabad,5238227
3334,2,3,Jaipur,10452832
2092,3,4,Jaipur,6946033
1547,2,3,Ahmedabad,5595624
2175,3,2,Hyderabad,9425818
1282,4,5,Mumbai,10585968
1228,5,5,Ahmedabad,5181293
2840,2,1,Delhi,15882996
4354,1,1,Mumbai,30774402
700,2,3,Bangalore,4344065
1693,1,1,Chennai,6137380
3091,1,1,Delhi,17531944
4372,2,3,Chennai,16009040
1032,2,2,Jaipur,3815547
1136,2,1,Delhi,6975975
1200,2,3,Hyderabad,5931441
2266,2,3,Jaipur,7247757
3355,5,5,Ahmedabad,11922618
918,1,2,Jaipur,2839717
2462,5,4,Chennai,10023764
4332,1,1,Hyderabad,17597538
2127,4,4,Jaipur,7283620
670,5,5,Pune,4581580
1043,5,4,Delhi,7367068
986,3,4,Delhi,6371853
2469,1,1,Kolkata,8318447
2611,2,3,Hyderabad,11067921
3521,3,3,Mumbai,25763077
3951,1,1,Kolkata,12728626
879,4,5,Delhi,6216085
1370,5,5,Hyderabad,7116957
1553,2,3,Mumbai,11800801
2159,5,5,Hyderabad,10653133
3097,2,1,Ahmedabad,9731733
4046,1,1,Ahmedabad,12471146
3967,3,4,Pune,16016496
4147,3,3,Jaipur,12437870
3040,4,4,Bangalore,16616220
708,2,1,Hyderabad,3121252
1555,5,4,Pune,7423879
3960,5,4,Pune,16402841
4089,4,4,Ahmedabad,13836956
917,2,3,Hyderabad,4342510
940,4,5,Ahmedabad,4541425
2674,4,4,Hyderabad,12034010
1237,5,4,Bangalore,7734113
2990,3,4,Delhi,17935185
4588,3,4,Mumbai,33104014
3793,1,1,Chennai,13459335
4536,1,1,Jaipur,12808588
4881,3,4,Delhi,28034546
2966,2,1,Hyderabad,12379049
3602,5,4,Pune,15301385
2165,4,3,Delhi,13178787
1392,1,2,Chennai,5143309
4304,5,5,Pune,17964448
3000,4,5,Jaipur,9722574
954,4,3,Jaipur,3825964
4801,4,5,Ahmedabad,15838792
4495,1,1,Delhi,24956663
4617,3,2,Ahmedabad,14680702
2852,1,1,Hyderabad,12021347
1164,2,1,Hyderabad,5502357
4053,2,1,Hyderabad,16932353
1902,4,3,Bangalore,10823749
2350,3,4,Ahmedabad,8173210
3190,5,5,Bangalore,17849946
857,3,2,Jaipur,3457298
2195,4,3,Bangalore,12153565
1646,2,1,Ahmedabad,5675260
2832,3,2,Kolkata,10070929
3194,2,1,Chennai,11572559
4677,4,5,Ahmedabad,15713651
4184,3,3,Bangalore,22101426
2240,4,3,Kolkata,8545423
2311,3,3,Mumbai,17247844
648,1,2,Pune,2762481
767,2,3,Bangalore,4859905
2453,4,5,Chennai,10402732
4454,5,5,Mumbai,32798526
4341,2,2,Bangalore,22555198
2668,2,3,Chennai,10386642
991,4,4,Hyderabad,5093149
3550,2,2,Chennai,12828020
2049,4,4,Kolkata,8188179
828,1,1,Delhi,5174396
3852,2,1,Chennai,14136837
951,5,5,Mumbai,8458912
2872,4,3,Ahmedabad,9805377
4637,1,1,Jaipur,13079266
833,1,1,Bangalore,4306697
865,3,4,Jaipur,3844908
1457,4,3,Kolkata,5970540
1098,4,5,Hyderabad,5652077
1476,4,4,Delhi,9688685
2858,3,4,Ahmedabad,9477714
4794,1,2,Chennai,17157504
2244,5,4,Chennai,9524856
2992,3,2,Kolkata,10766119
3924,4,5,Mumbai,29106188
3551,4,3,Kolkata,12625515
3247,4,5,Kolkata,12219319
2856,5,5,Chennai,11835782
2032,4,4,Delhi,12742808
1080,3,4,Mumbai,9017883
3570,4,5,Hyderabad,15691463
2265,1,1,Jaipur,6912555
928,1,1,Mumbai,6775031
3854,1,1,Chennai,13905718
1016,4,4,Kolkata,4909568
2901,3,4,Hyderabad,13078978
1544,1,1,Chennai,5680405
2652,1,2,Delhi,15056703
2950,2,2,Mumbai,21370202
1579,5,5,Pune,7959482
2256,4,4,Jaipur,7462583
3254,4,5,Delhi,19315186
2051,4,3,Hyderabad,9298649
3611,1,1,Jaipur,10558679
3383,3,3,Hyderabad,14571809
4603,1,1,Bangalore,23231728
2186,3,3,Kolkata,7903169
989,4,5,Jaipur,4088252
4328,2,1,Pune,16701602
1449,3,2,Mumbai,11241257
1418,5,5,Pune,7401425
4235,2,2,Ahmedabad,13523047
4707,3,3,Kolkata,15817920
3254,1,1,Delhi,18399535
4554,5,5,Hyderabad,19790603
4706,2,3,Hyderabad,19827871
1089,3,3,Hyderabad,5569213
2919,4,3,Pune,12376655
3528,5,5,Jaipur,11783016
3763,2,3,Chennai,13875728
3534,3,3,Jaipur,10956379
1746,3,4,Mumbai,13275798
3423,2,2,Kolkata,11741274
3105,5,4,Jaipur,10170831
1411,1,1,Chennai,5451234
655,2,3,Delhi,4740819
1307,1,2,Hyderabad,5644283
1609,3,4,Kolkata,6127894
4718,3,3,Hyderabad,19840928
4448,5,5,Mumbai,32782712
3916,1,1,Ahmedabad,12333473
4089,2,2,Hyderabad,16783293
4926,3,4,Jaipur,15190493
4905,4,5,Ahmedabad,16302764
2000,2,2,Jaipur,6576079
1793,5,5,Bangalore,10564173
2097,4,3,Bangalore,11929801
1850,3,3,Bangalore,10516327
1472,3,3,Mumbai,11538431
3010,2,1,Hyderabad,12465374
4150,5,5,Hyderabad,18304257
2178,3,2,Chennai,8707697
1074,3,3,Chennai,4691135
4890,4,3,Kolkata,16732828
4166,3,2,Chennai,15228411
4648,3,4,Kolkata,15863111
870,5,5,Pune,5286218
4151,5,5,Hyderabad,18395378
4483,1,1,Pune,17155299
3219,4,5,Delhi,19472373
1594,4,5,Kolkata,6426234
1368,5,5,Pune,7212316
1144,5,4,Bangalore,7468197
1531,3,2,Mumbai,11513697
690,4,3,Delhi,4819709
4933,2,2,Ahmedabad,15261197
1450,2,3,Bangalore,8232788
3568,4,3,Chennai,13952126
3677,1,2,Ahmedabad,11412074
3259,4,5,Hyderabad,14635166
1233,4,4,Hyderabad,6540603
3828,2,3,Chennai,14444287
1824,2,3,Jaipur,5978707
1848,1,1,Jaipur,5695788
1582,1,1,Kolkata,5295193
3110,4,3,Delhi,18194706
4450,2,2,Mumbai,31886910
4593,5,5,Bangalore,24595147
1589,3,3,Delhi,9522664
2216,1,1,Hyderabad,9245259
1024,5,4,Jaipur,4447483
2030,1,1,Kolkata,6838472
2235,5,5,Mumbai,17187511
4800,5,5,Chennai,18296546
777,4,4,Ahmedabad,3667656
4376,5,5,Pune,18088111
1319,5,5,Hyderabad,7045784
3728,2,2,Hyderabad,15512708
3601,5,5,Chennai,14622526
3389,2,2,Ahmedabad,11144348
1253,1,1,Bangalore,6555994
3222,2,2,Ahmedabad,10156653
4156,2,2,Delhi,23330300
3992,1,1,Hyderabad,16375328
1089,2,3,Mumbai,8366695
1944,2,1,Hyderabad,8274390
1207,5,4,Hyderabad,6188116
4191,2,1,Pune,16431822
4719,5,5,Hyderabad,20574426
1352,4,3,Kolkata,5379827
3648,4,4,Mumbai,26838477
4720,2,1,Ahmedabad,14554409
4061,1,1,Delhi,22552671
1614,1,1,Chennai,6162993
2368,3,2,Pune,9600726
1558,3,4,Ahmedabad,5592331
2191,1,2,Bangalore,11487039
3861,5,5,Kolkata,14355788
3188,2,2,Ahmedabad,10261672
3138,3,2,Chennai,11992353
1390,2,2,Jaipur,4687507
4867,2,1,Chennai,17858550
4616,5,5,Kolkata,16457283
4994,4,3,Kolkata,16938531
3698,1,1,Kolkata,12410059
1247,3,2,Kolkata,4904983
2075,3,2,Ahmedabad,7171677
2660,4,3,Kolkata,9814029
1723,4,5,Chennai,7406579
1215,3,3,Bangalore,7236496
1884,1,1,Kolkata,6541804
2925,3,2,Chennai,11044642
3737,1,1,Bangalore,18851260
4272,2,3,Ahmedabad,13669516
3455,5,4,Mumbai,25545761
2223,3,2,Jaipur,7352471
4049,2,2,Ahmedabad,12689166
3303,2,3,Chennai,12173468
1740,3,3,Hyderabad,8202227
3430,1,1,Bangalore,17212826
1098,3,4,Delhi,7133923
1703,5,5,Kolkata,7193923
3689,2,3,Ahmedabad,11876043
2352,1,1,Pune,9556781
4614,3,2,Ahmedabad,15037189
1213,1,2,Delhi,7001246
3647,1,1,Mumbai,26054547
1243,3,3,Bangalore,7252054
3468,1,1,Chennai,12466205
4753,2,1,Ahmedabad,14664797
1735,1,1,Jaipur,5229455
4299,2,3,Bangalore,22324881
2962,5,5,Bangalore,16491086
761,2,3,Chennai,3501000
2421,3,2,Kolkata,8684221
3365,1,1,Delhi,19024491
4002,3,4,Mumbai,28934289
3227,4,4,Chennai,12773388
4593,5,5,Jaipur,14341229
656,3,4,Jaipur,3299569
3837,4,5,Hyderabad,17043540
2944,2,2,Jaipur,8682528
1219,2,2,Hyderabad,5380819
3213,1,2,Kolkata,10970864
4861,2,2,Kolkata,15988952
3435,2,1,Mumbai,24854813
1265,1,1,Jaipur,4018432
727,4,4,Jaipur,3309410
4157,3,3,Pune,17052185
4771,5,4,Ahmedabad,16042092
1234,5,4,Kolkata,5495675
4208,1,1,Jaipur,12335696
4289,4,3,Bangalore,22444706
1585,2,3,Delhi,9530774
3173,4,3,Mumbai,23170169
1756,1,2,Hyderabad,7706836
4468,3,4,Kolkata,15619424
843,2,2,Jaipur,2899982
1367,5,4,Pune,6824575
3817,3,4,Delhi,21945573
1014,2,2,Jaipur,3321174
3883,2,2,Delhi,22283384
4944,3,2,Hyderabad,20389195
3706,5,5,Delhi,22235759
3486,4,3,Chennai,13726897
1461,4,4,Pune,6684580
3957,4,5,Bangalore,21461019
4533,4,5,Kolkata,16309859
4364,3,3,Hyderabad,18655174
809,4,3,Bangalore,5263138
2757,4,4,Hyderabad,12400307
2977,2,2,Chennai,11079271
2789,4,5,Ahmedabad,9758028
1275,1,1,Mumbai,9196877
1955,4,3,Pune,8466200
625,2,2,Pune,2925905
3293,3,4,Chennai,12605012
2250,1,1,Bangalore,11855976
3558,2,1,Chennai,12770887
2282,3,3,Hyderabad,10448892
2566,1,1,Ahmedabad,7948943
3886,2,2,Chennai,14319481
1595,1,1,Mumbai,11264247
676,4,3,Hyderabad,4179872
2742,1,2,Pune,10847347
1556,4,5,Bangalore,9399581
